id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int
5974636,2400,2400, 36 months,22.70%,92.53,< 1 year,RENT,26728,Current,other,VA,18.63,0,29/04/2006 6:31,NA,16,1566,19,1997.41,739.54,402.59,336.95
5974847,16000,16000, 60 months,14.33%,375.04,< 1 year,RENT,65000,Current,home_improvement,NJ,13.32,0,27/07/1989 11:29,NA,14,3395,25,14469.91,2991.08,1530.09,1460.99
5975062,19075,19075, 60 months,14.33%,447.12,10+ years,OWN,43000,Current,debt_consolidation,TX,22.36,0,13/02/1995 5:37,NA,11,25925,24,17485.65,3125.7,1589.35,1536.35
5975373,5250,5250, 36 months,12.35%,175.26,n/a,OWN,18875,Current,house,CA,29.88,0,21/11/1984 9:33,NA,13,13601,23,4245.91,1400.12,1004.09,396.03
5975545,33600,33600, 60 months,16.20%,820.67,10+ years,OWN,106500,Current,debt_consolidation,GA,9.88,0,05/06/1996 9:32,59,21,35997,48,32101.72,3282.68,1498.28,1784.4
5975835,4000,4000, 36 months,15.22%,139.1,1 year,RENT,75000,Fully Paid,moving,MI,5.97,1,05/12/1993 6:38,18,7,2582,12,0,4287.31,4000,287.31
5976061,20675,20675, 60 months,23.50%,588.8,5 years,MORTGAGE,47000,Current,debt_consolidation,NC,16.98,1,25/11/1995 12:13,2,11,31438,23,19310.95,4117.05,1364.05,2753
5976324,35000,35000, 60 months,21.60%,958.72,10+ years,MORTGAGE,219294,Current,home_improvement,CO,15.13,1,22/07/1996 11:07,2,14,76466,31,32573.21,6704.67,2426.79,4277.88
5976559,28000,28000, 60 months,24.08%,806.81,3 years,MORTGAGE,1.00E+05,Current,home_improvement,OK,20.82,0,18/05/2003 10:15,NA,7,10149,12,26179.11,5646.27,1820.89,3825.38
5976715,5375,5375, 36 months,11.55%,177.38,3 years,RENT,23000,Current,credit_card,NJ,31.36,0,22/07/2002 12:25,61,5,4403,38,4337.66,1415.82,1037.34,378.48
5976932,16500,16500, 36 months,6.62%,506.62,10+ years,MORTGAGE,45466,Current,credit_card,IL,16.13,0,23/12/1967 1:25,NA,14,17749,31,13120.72,4040.5,3379.28,661.22
5977078,8000,8000, 36 months,12.35%,267.06,5 years,MORTGAGE,75000,Current,debt_consolidation,LA,7.34,0,09/01/1999 3:00,64,11,9070,33,6473.29,2128.85,1526.71,602.14
5977203,28000,28000, 60 months,13.68%,646.88,10+ years,MORTGAGE,203000,Current,credit_card,MD,8.83,0,03/05/1983 5:41,30,18,25257,29,25281.93,5155.23,2718.07,2437.16
5977405,8500,8500, 36 months,12.35%,283.75,6 years,MORTGAGE,55000,Current,major_purchase,TX,4.45,0,21/05/2008 8:33,NA,9,3983,13,6872.1,2270,1627.9,642.1
5977680,10800,10800, 36 months,19.52%,398.74,1 year,MORTGAGE,65000,Current,credit_card,TX,15.77,0,19/01/2003 6:51,NA,10,14961,22,8911.83,3187.75,1888.17,1299.58
5977883,13000,13000, 36 months,12.35%,433.97,10+ years,MORTGAGE,68771,Current,debt_consolidation,CA,23.57,1,26/08/1990 6:59,2,13,16483,45,10832.75,3037.79,2167.25,870.54
5978071,9100,9100, 36 months,18.85%,332.89,10+ years,RENT,26000,Current,debt_consolidation,NY,15.94,0,26/03/1996 12:06,NA,6,5476,19,7494.23,2663.12,1605.77,1057.35
5978393,10000,10000, 36 months,11.55%,330,7 years,MORTGAGE,1.00E+05,Current,credit_card,SC,12.95,0,14/06/1998 4:52,NA,15,8449,28,8065.78,2640,1934.22,705.78
5978579,17000,17000, 60 months,14.33%,398.48,8 years,MORTGAGE,75000,Current,credit_card,OH,20.12,0,29/01/2001 6:35,26,18,18339,33,15369.28,3187.84,1630.72,1557.12
5978783,7200,7200, 36 months,11.55%,237.6,7 years,RENT,50000,Current,car,CT,18.29,0,09/01/2005 5:07,NA,21,15777,39,5808.53,1899.19,1391.47,507.72
5978950,8450,8450, 36 months,19.52%,311.97,10+ years,MORTGAGE,25000,Current,debt_consolidation,NY,11.23,0,30/12/2006 8:05,NA,9,13487,10,6973.14,2493.38,1476.86,1016.52
5979118,10000,10000, 36 months,17.56%,359.33,2 years,RENT,53000,Current,debt_consolidation,TX,34.64,0,05/03/2006 10:29,NA,10,6917,34,8448.8,2510.17,1551.2,958.97
5979323,20000,20000, 36 months,12.35%,667.64,2 years,OWN,105000,Current,debt_consolidation,NY,13.1,2,04/12/1988 1:50,2,13,16637,25,16666.91,4671.94,3333.09,1338.85
5979598,9000,9000, 36 months,19.52%,332.28,1 year,RENT,30784,Current,debt_consolidation,NY,27.52,0,26/10/2007 7:50,NA,16,10976,19,7425.69,2657.89,1574.31,1083.58
5979782,7200,7200, 36 months,22.20%,275.72,2 years,RENT,30000,Current,other,FL,27.36,3,07/06/1994 2:01,8,6,3616,15,5985.36,2201.84,1214.64,987.2
5979975,9500,9500, 36 months,14.33%,326.22,10+ years,OWN,32000,Current,house,OK,18.68,0,21/04/2003 11:26,NA,5,10046,8,7957.43,2281.65,1542.57,739.08
5980241,17500,17500, 36 months,10.64%,569.95,5 years,OWN,65000,Current,home_improvement,TX,6.52,0,05/04/2006 4:46,NA,6,1276,15,14518.13,3989.65,2981.87,1007.78
5984718,7200,7200, 36 months,18.25%,261.21,10+ years,RENT,55000,Late (31-120 days),home_improvement,MI,14.81,0,03/08/2001 2:57,56,6,5066,20,6256.67,1563.54,943.33,620.21
6054601,10500,10500, 36 months,15.88%,368.53,4 years,RENT,35000,Current,debt_consolidation,PA,23.08,0,29/01/2002 5:19,32,15,15831,34,8827.71,2579.71,1672.29,907.42
6064596,26375,26375, 60 months,19.52%,691.76,10+ years,MORTGAGE,60000,Current,debt_consolidation,WV,23.84,0,17/07/1998 5:37,NA,13,27052,41,24445.09,4838.78,1929.91,2908.87
6064819,35000,35000, 36 months,22.70%,1349.38,3 years,RENT,150000,Late (31-120 days),debt_consolidation,NY,19.51,2,16/01/1989 10:35,17,8,21894,14,32898.92,4048.02,2101.08,1946.94
6065031,26300,26300, 36 months,12.35%,877.94,10+ years,MORTGAGE,74000,Fully Paid,credit_card,FL,25.12,0,27/10/1990 1:16,NA,9,38178,18,0,27828.99,26300,1528.99
6065235,6000,6000, 36 months,9.71%,192.79,2 years,MORTGAGE,140000,Current,debt_consolidation,WA,3.77,0,12/11/1999 10:45,63,9,1907,25,2967.46,3346.94,3032.54,314.4
6074605,18550,18550, 60 months,20.80%,499.76,9 years,MORTGAGE,60000,Current,debt_consolidation,NY,4,0,08/02/2001 2:48,NA,10,7278,14,17235.63,3498.32,1314.37,2183.95
6074819,4000,4000, 36 months,10.64%,130.28,10+ years,MORTGAGE,66000,Current,credit_card,CA,10.73,1,02/01/2001 9:01,13,9,3921,16,3320.27,909.44,679.73,229.71
6075068,4500,4500, 36 months,7.62%,140.23,10+ years,MORTGAGE,80000,Current,home_improvement,SC,6.53,0,09/05/1994 1:41,47,9,12514,24,3591.14,1116.31,908.86,207.45
6075276,19075,19075, 36 months,15.88%,669.5,10+ years,RENT,120000,Current,credit_card,NY,8.02,0,03/03/2001 5:34,NA,8,6477,15,16042.61,4677.82,3032.39,1645.43
6084643,13200,13200, 60 months,16.78%,326.5,10+ years,MORTGAGE,50000,Current,debt_consolidation,NY,15.96,0,09/01/1994 5:36,NA,9,11321,21,12011.9,2602.27,1188.1,1414.17
6084801,8000,8000, 36 months,7.90%,250.33,6 years,OWN,50000,Current,debt_consolidation,VA,14.47,0,05/11/1994 9:56,68,15,9472,24,6383.63,2000.33,1616.37,383.96
6084987,13000,13000, 60 months,14.33%,304.72,10+ years,RENT,48000,Current,debt_consolidation,OH,18.85,0,16/08/1998 12:59,NA,14,14895,26,11917.08,2129.75,1082.92,1046.83
6085188,35000,35000, 60 months,21.60%,958.72,9 years,MORTGAGE,120000,Current,debt_consolidation,CA,14.19,0,26/01/2003 3:32,33,7,19838,24,32576.66,6695.15,2423.34,4271.81
6085404,5700,5700, 36 months,9.71%,183.15,6 years,RENT,44000,Current,debt_consolidation,CA,21.16,0,02/09/2001 1:12,68,10,4111,41,4718.98,1279.74,981.02,298.72
6094721,35000,35000, 36 months,15.22%,1217.07,10+ years,MORTGAGE,145000,Current,home_improvement,TX,8.51,1,07/04/2000 2:26,11,9,10726,18,29379.85,8516.06,5620.15,2895.91
6094947,35000,35000, 60 months,21.15%,949.83,10+ years,MORTGAGE,2.00E+05,Current,credit_card,CT,10.65,0,21/12/1991 11:45,28,12,18874,39,32542.4,6648.81,2457.6,4191.21
6095191,21000,21000, 36 months,8.90%,666.82,4 years,MORTGAGE,168000,Current,debt_consolidation,VA,8.49,0,19/12/1993 2:54,37,8,27747,19,17341.92,4667.74,3658.08,1009.66
6095416,21600,21600, 36 months,6.62%,663.2,10+ years,MORTGAGE,85000,Current,debt_consolidation,CA,17.45,0,28/05/1996 9:38,NA,22,26130,45,17737.16,4631.55,3862.84,768.71
6104763,6500,6500, 36 months,17.56%,233.56,n/a,RENT,23000,Late (16-30 days),credit_card,MI,17.27,0,17/01/1976 8:47,NA,5,13549,7,5639.13,1400.1,860.87,539.23
6105051,12000,12000, 36 months,10.64%,390.83,10+ years,OWN,60000,Current,debt_consolidation,PA,11.78,0,20/03/1998 2:14,29,5,7013,15,9655.45,3122.93,2344.55,778.38
6105264,5075,5075, 36 months,10.64%,165.29,10+ years,MORTGAGE,18000,Current,credit_card,MI,19.2,0,23/06/1997 10:03,NA,16,7437,47,4211.74,1155,863.26,291.74
6105425,19925,19925, 60 months,15.22%,476.32,7 years,MORTGAGE,116556,Current,credit_card,VA,23.96,0,02/06/1990 10:28,NA,26,48008,62,18301.46,3329.06,1623.54,1705.52
6105592,15000,15000, 36 months,6.03%,456.54,5 years,MORTGAGE,42000,Current,debt_consolidation,TX,13.86,0,03/02/2001 12:02,NA,7,3481,19,11897.58,3651.06,3102.42,548.64
6105806,20000,20000, 60 months,22.20%,554.66,10+ years,MORTGAGE,2.00E+05,Late (31-120 days),home_improvement,CA,7.27,1,11/03/1995 12:40,18,14,26792,24,19042.44,2771.75,957.56,1814.19
6114718,12000,12000, 36 months,19.52%,443.04,1 year,RENT,35000,Current,debt_consolidation,SC,15.74,0,01/01/1990 7:37,48,17,6105,35,9901.06,3543.62,2098.94,1444.68
6114906,16000,16000, 36 months,9.71%,514.1,10+ years,MORTGAGE,62400,Current,debt_consolidation,NJ,28.75,0,27/12/1985 5:12,41,14,25376,29,13241.32,3598.7,2758.68,840.02
6115106,21500,21500, 36 months,18.85%,786.48,10+ years,RENT,70000,Current,debt_consolidation,NY,18.5,0,14/10/2004 6:52,26,17,18607,30,18211.3,5497.8,3288.7,2209.1
6115319,4375,4375, 36 months,15.22%,152.14,3 years,MORTGAGE,35000,Current,credit_card,GA,5.9,0,21/08/1993 10:31,NA,7,5434,22,3672.27,1064.8,702.73,362.07
6115595,21000,21000, 36 months,13.05%,708.08,10+ years,MORTGAGE,145116,Current,debt_consolidation,VA,3.33,0,06/04/1995 4:48,56,13,9787,34,17530.65,4956.35,3469.35,1487
6124600,28200,28200, 36 months,22.20%,1079.9,10+ years,MORTGAGE,72000,Current,other,MO,19.4,3,01/05/1990 5:49,6,15,11182,30,24068.93,7559.3,4131.07,3428.23
6124806,18000,18000, 36 months,10.64%,586.24,6 years,RENT,58000,Current,debt_consolidation,IL,13.08,0,09/03/2000 9:35,NA,10,26615,12,14932.9,4103.68,3067.1,1036.58
6125070,5000,5000, 36 months,12.35%,166.91,1 year,OWN,47250,Current,wedding,IL,21.77,0,28/01/2002 3:22,NA,8,3051,17,4042.42,1335.28,957.58,377.7
6125334,12000,12000, 36 months,6.03%,365.23,< 1 year,MORTGAGE,1.00E+05,Current,credit_card,CA,28.56,0,12/12/1993 10:46,NA,19,51810,27,9833.04,2556.61,2166.96,389.65
6125459,22400,22400, 60 months,17.56%,563.47,10+ years,MORTGAGE,135000,Current,credit_card,MI,15.96,0,06/09/1983 11:45,NA,18,26024,39,20418.39,4500.2,1981.61,2518.59
6125653,8400,8400, 36 months,10.64%,273.58,< 1 year,MORTGAGE,28000,Current,debt_consolidation,MN,12.48,0,29/01/2002 3:16,25,8,6947,22,6969.98,1913.31,1430.02,483.29
6134574,3000,3000, 36 months,12.35%,100.15,< 1 year,RENT,85000,Current,major_purchase,WA,6.99,0,30/03/1980 11:33,NA,8,519,11,2499.84,701.05,500.16,200.89
6134761,18775,18775, 36 months,8.90%,596.17,5 years,MORTGAGE,72000,Current,debt_consolidation,CO,11.05,0,07/10/1994 9:24,NA,6,33688,19,15504.49,4173.19,3270.51,902.68
6134999,2400,2400, 36 months,16.78%,85.31,n/a,RENT,64000,Current,debt_consolidation,PA,6.2,0,04/03/2001 1:35,29,9,8290,43,2024.41,593.67,375.59,218.08
6135170,5000,5000, 36 months,18.25%,181.39,n/a,OWN,80000,Current,other,NV,18.87,2,30/11/1978 7:18,7,17,26449,34,4228.05,1269.73,771.95,497.78
6135389,12000,12000, 36 months,8.90%,381.04,10+ years,RENT,35000,Current,credit_card,CA,13.89,0,23/02/2003 9:02,NA,7,8655,16,9909.67,2667.28,2090.33,576.95
6135579,10000,10000,,,NA,,,NA,,,IN,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
6135800,16000,16000, 36 months,12.35%,534.11,2 years,MORTGAGE,70000,Current,debt_consolidation,MI,7.35,0,10/09/2005 9:26,NA,5,5361,7,13336.96,3732.75,2663.04,1069.71
6154717,18000,18000, 36 months,8.90%,571.56,10+ years,OWN,57000,Current,debt_consolidation,AL,28.51,1,17/05/1993 8:39,22,9,5614,31,14867.74,3996.79,3132.26,864.53
6154926,6000,6000, 60 months,25.28%,177.1,7 years,RENT,60000,Late (31-120 days),other,TX,9.24,0,15/02/1999 1:17,NA,12,18600,17,5681.44,1074.38,318.56,740.85
6155153,29100,29100, 60 months,10.64%,627.5,10+ years,MORTGAGE,70000,Current,debt_consolidation,FL,1.56,0,27/11/1996 2:15,NA,8,4308,17,26454.31,4375.14,2645.69,1729.45
6155359,6850,6850, 36 months,6.03%,208.49,n/a,MORTGAGE,25200,Current,debt_consolidation,CA,6.19,0,18/08/1982 7:43,NA,17,4508,43,5613,1459.43,1237,222.43
6155524,14600,14600, 36 months,13.68%,496.73,10+ years,MORTGAGE,38208,Current,other,TX,19.5,0,25/05/1984 8:08,51,9,8664,29,12207.5,3476.93,2392.5,1084.43
6155793,6000,6000, 36 months,18.25%,217.67,2 years,MORTGAGE,80000,Current,debt_consolidation,FL,15.65,0,20/05/2004 8:26,46,20,11237,26,5074.79,1521.8,925.21,596.59
6156001,7500,7500, 36 months,17.56%,269.5,4 years,MORTGAGE,70000,Current,credit_card,MO,17.88,0,13/08/2005 11:55,49,8,3384,15,6155.81,2154.04,1344.19,809.85
6156210,9000,9000, 36 months,10.64%,293.12,3 years,RENT,81000,Current,debt_consolidation,WI,21.45,0,14/03/2001 5:39,NA,7,27570,24,7468.85,2048.62,1531.15,517.47
6156370,5200,5200, 36 months,7.90%,162.71,2 years,RENT,75000,Current,credit_card,TX,12.02,0,09/08/2000 6:38,NA,6,11277,10,4284,1137.36,916,221.36
6156577,21250,21250, 60 months,22.70%,595.4,10+ years,RENT,85000,Current,debt_consolidation,NY,5.62,0,10/06/2006 3:41,NA,16,8871,29,19817.21,4166.47,1432.79,2733.68
6156718,28000,28000, 60 months,15.88%,679.13,10+ years,MORTGAGE,2.00E+05,Current,credit_card,TN,16.92,0,22/06/1998 8:12,NA,17,35666,28,25752.41,4753.35,2247.59,2505.76
6156882,33425,33425, 36 months,11.55%,1103.02,2 years,RENT,130000,Current,debt_consolidation,CA,18.57,0,05/07/2007 11:11,47,8,4708,12,27799.17,7715.96,5625.83,2090.13
6157139,18000,18000, 60 months,18.25%,459.54,5 years,MORTGAGE,40000,Current,debt_consolidation,TX,13.8,0,28/03/2003 3:16,NA,7,24489,11,16644.12,3203.76,1355.88,1847.88
6157407,13500,13500, 36 months,16.78%,479.84,3 years,RENT,55000,Current,debt_consolidation,FL,28.93,1,24/11/2003 5:51,8,16,15152,25,11378.24,3353.84,2121.76,1232.08
6157583,6350,6350, 36 months,11.55%,209.55,6 years,MORTGAGE,22800,Current,debt_consolidation,LA,24.32,0,27/08/1997 11:47,63,11,5345,21,5282.18,1464.54,1067.82,396.72
6157753,10000,10000, 36 months,16.78%,355.44,< 1 year,RENT,55000,Current,debt_consolidation,MA,13.37,0,09/09/2006 5:04,NA,8,6751,14,8428.73,2483.67,1571.27,912.4
6157941,10000,10000, 36 months,10.64%,325.69,10+ years,OWN,30000,Current,debt_consolidation,MI,18,0,15/08/1988 6:29,NA,13,7187,30,8296.04,2279.83,1703.96,575.87
6158116,18000,18000, 60 months,18.25%,459.54,6 years,RENT,55000,Current,credit_card,OH,22.68,0,21/01/1993 8:59,72,8,23162,13,16640.18,3213.07,1359.82,1853.25
6158375,13200,13200, 36 months,11.55%,435.6,10+ years,MORTGAGE,96000,Late (31-120 days),debt_consolidation,VA,28.12,0,13/05/1995 11:40,NA,13,22817,34,12265.67,1306.44,934.33,372.11
6158510,30000,30000, 60 months,17.56%,754.65,< 1 year,MORTGAGE,92000,Current,debt_consolidation,VA,23.11,1,21/10/1997 12:48,23,6,24875,17,28382.61,3755.3,1617.39,2137.91
6158687,15000,15000, 36 months,9.71%,481.97,10+ years,MORTGAGE,81000,Current,debt_consolidation,NY,12.39,0,14/01/2006 2:49,NA,17,21420,22,12413.73,3373.79,2586.27,787.52
6158839,15000,15000, 36 months,13.05%,505.78,10+ years,MORTGAGE,1.00E+05,Fully Paid,debt_consolidation,NV,8.5,0,11/06/1995 9:52,24,10,15264,28,0,15777.96,15000,777.96
6159090,3100,3100, 36 months,13.05%,104.53,n/a,RENT,14650,Current,credit_card,CA,13.92,1,30/05/2003 4:47,17,6,3190,13,2588.15,731.22,511.85,219.37
6159318,1500,1500, 36 months,18.25%,54.42,8 years,RENT,35000,Current,other,NJ,23.55,1,30/05/1986 8:30,11,7,7277,23,1268.39,380.94,231.61,149.33
6159506,9500,9500, 36 months,19.52%,350.74,10+ years,MORTGAGE,35000,Fully Paid,debt_consolidation,TX,23.55,0,31/10/1997 5:47,36,6,4874,15,0,9806.04,9500,306.04
6159692,19200,19200, 60 months,13.68%,443.58,6 years,MORTGAGE,115000,Current,credit_card,MO,24.89,0,23/11/1998 5:19,63,10,18332,29,17572.35,3104.92,1627.65,1477.27
6159936,12000,12000, 36 months,9.71%,385.58,10+ years,MORTGAGE,53000,Fully Paid,debt_consolidation,GA,19.97,0,26/08/1998 6:38,NA,10,8692,25,0,12547.21,12000,547.21
6160132,1400,1400, 36 months,20.31%,52.26,2 years,RENT,25000,Current,credit_card,NV,17.09,0,15/02/2006 8:58,NA,10,6354,10,1189.6,365.82,210.4,155.42
6160374,1000,1000, 36 months,18.85%,36.59,8 years,RENT,54000,Fully Paid,other,CA,20.6,0,11/02/2001 12:20,NA,8,11012,23,0,1060.82,1000,60.82
6160567,12800,12800, 36 months,18.25%,464.36,5 years,OWN,75000,Current,vacation,VA,18.07,0,02/09/1991 4:29,NA,25,15573,46,10823.8,3250.52,1976.2,1274.32
6160793,10000,10000, 36 months,15.22%,347.74,2 years,RENT,54000,Current,debt_consolidation,IL,13.56,0,23/09/2004 7:55,NA,12,19771,22,8399.01,2425.92,1600.99,824.93
6164632,4800,4800, 36 months,18.85%,175.59,4 years,RENT,41000,Current,medical,TX,15.19,0,07/02/1995 9:23,35,10,8042,25,4064.74,1229.13,735.26,493.87
6164779,2000,2000, 36 months,20.31%,74.65,10+ years,RENT,27000,Current,other,CA,9.82,0,16/05/1999 9:27,NA,4,1344,9,1653.92,596.64,346.08,250.56
6164994,30000,30000, 36 months,14.33%,1030.15,10+ years,MORTGAGE,80000,Current,debt_consolidation,CA,4.07,0,15/11/2004 11:18,29,7,10637,13,25128.88,7205.03,4871.12,2333.91
6165200,7200,7200, 36 months,11.55%,237.6,1 year,MORTGAGE,40000,Current,debt_consolidation,OH,19.92,0,06/11/1983 2:01,NA,22,8632,39,5989.17,1660.68,1210.83,449.85
6165306,12000,12000, 36 months,13.68%,408.27,3 years,RENT,70000,Current,wedding,FL,21.73,0,13/02/2005 3:40,NA,16,13716,32,9739.87,3265.74,2260.13,1005.61
6165479,8975,8975, 36 months,14.33%,308.19,3 years,RENT,155000,Current,debt_consolidation,NY,1.68,0,27/06/1991 7:13,58,11,6790,13,7517.05,2156.49,1457.95,698.54
6165677,7500,7500, 36 months,19.52%,276.9,6 years,RENT,87600,Current,debt_consolidation,NJ,13.9,0,12/11/1988 8:20,NA,8,10671,11,6362.2,1936.8,1137.8,799
6165849,12250,12250, 36 months,13.68%,416.78,10+ years,MORTGAGE,35000,Charged Off,debt_consolidation,MI,13.27,1,16/07/1999 10:04,17,11,8051,23,0,833.4,557.31,276.09
6166040,20000,20000, 36 months,18.25%,725.56,3 years,MORTGAGE,70000,Current,medical,CA,10.06,0,26/10/2008 11:48,NA,18,26140,22,16914.46,5075.21,3085.54,1989.67
6166245,19425,19425, 60 months,11.55%,427.7,10+ years,MORTGAGE,67000,Current,debt_consolidation,KY,22.44,0,03/04/1996 7:41,NA,10,4656,28,17691.14,2992.64,1733.86,1258.78
6166502,10000,10000, 36 months,12.35%,333.82,10+ years,RENT,50000,Current,debt_consolidation,CO,16.63,0,11/03/2006 6:18,NA,8,7470,8,8335.26,2333.45,1664.74,668.71
6166721,14000,14000, 36 months,10.64%,455.96,5 years,MORTGAGE,62500,Current,house,NY,22.96,0,03/10/2007 7:05,NA,15,9326,21,11618.17,3186.82,2381.83,804.99
6166906,6250,6250, 36 months,10.64%,203.56,10+ years,OWN,22280,Current,credit_card,OH,27.74,0,13/06/1994 10:25,NA,15,12136,26,5186.74,1422.58,1063.26,359.32
6167101,29100,29100, 60 months,16.78%,719.78,10+ years,MORTGAGE,65000,Current,debt_consolidation,OR,16.3,0,13/07/1994 2:23,NA,9,28916,17,26824.82,5018.79,2275.18,2743.61
6167301,12000,12000, 60 months,12.35%,269.07,5 years,MORTGAGE,42500,Current,debt_consolidation,AZ,16.66,0,31/07/2002 6:09,40,11,9378,19,10949,1883.49,1051,832.49
6167434,33000,33000, 36 months,12.35%,1101.6,10+ years,MORTGAGE,137901,Current,credit_card,NC,21.49,0,31/07/1985 7:53,NA,23,28905,58,27502.13,7706.3,5497.87,2208.43
6167590,33950,33950, 36 months,12.35%,1133.31,10+ years,RENT,76000,Current,debt_consolidation,CA,21.17,0,31/07/1985 8:06,39,12,35437,33,28290.34,7933.1,5659.66,2273.44
6167724,35000,35000, 60 months,24.08%,1008.51,3 years,RENT,85000,Current,debt_consolidation,CA,18.35,0,27/07/2003 1:58,31,6,11609,18,32723.63,7058.66,2276.37,4782.29
6168029,5600,5600, 36 months,12.35%,186.94,10+ years,MORTGAGE,48000,Current,debt_consolidation,IN,5.88,0,17/07/2005 7:43,39,7,5056,12,4668.08,1306.24,931.92,374.32
6168155,2800,2800, 36 months,14.33%,96.15,1 year,RENT,51000,Current,credit_card,CA,27.27,0,25/11/2003 9:09,NA,7,13150,19,2345.77,671.86,454.23,217.63
6168309,16000,16000, 36 months,6.62%,491.26,8 years,MORTGAGE,58000,Current,debt_consolidation,MO,15.77,0,26/12/1997 12:07,NA,19,18804,41,13131.93,3438.82,2868.07,570.75
6168486,8125,8125, 36 months,15.88%,285.17,10+ years,RENT,64440,Current,debt_consolidation,CA,34.66,0,10/09/1999 11:36,NA,15,8758,36,6831.52,1995.35,1293.48,701.87
6168672,24000,24000, 36 months,7.62%,747.88,9 years,MORTGAGE,96000,Current,debt_consolidation,TX,26.64,0,07/05/1990 11:36,NA,14,17900,25,19768.94,5213.53,4231.06,982.47
6168802,17000,17000, 36 months,13.68%,578.39,3 years,RENT,92000,Current,debt_consolidation,VA,10.92,0,31/12/2002 7:41,NA,10,16017,24,14214.51,4048.03,2785.49,1262.54
6168961,9800,9800, 36 months,14.33%,336.52,4 years,RENT,93000,Current,debt_consolidation,DC,17.21,1,26/01/1998 11:29,7,6,12527,20,8207.41,2355.64,1592.59,763.05
6169096,10000,10000, 36 months,7.62%,311.62,10+ years,MORTGAGE,52000,Current,debt_consolidation,OR,11.75,0,25/02/1998 2:47,65,14,3865,21,8236.08,2173.5,1763.92,409.58
6169312,17000,17000, 36 months,9.71%,546.24,1 year,RENT,46000,Current,credit_card,VA,16.92,0,07/11/2001 4:41,NA,9,17299,14,14072.65,3818.71,2927.35,891.36
6169499,9600,9600, 36 months,8.90%,304.84,n/a,OWN,56000,Current,vacation,WV,8.33,1,17/10/1965 11:40,18,15,599,46,7931.2,2146.9,1668.8,462.87
6169656,11325,11325, 36 months,11.55%,373.73,2 years,MORTGAGE,32500,Current,credit_card,KY,13.26,1,20/01/1988 2:57,6,10,14521,30,9419.37,2613.59,1905.63,707.96
6169900,14675,14675, 36 months,18.85%,536.82,8 years,RENT,145000,Current,moving,WA,2.9,0,23/02/2010 10:23,NA,5,3926,7,12427.17,3757.74,2247.83,1509.91
6170112,6400,6400, 36 months,10.64%,208.44,1 year,RENT,26797,Fully Paid,other,CA,1.58,0,10/02/1987 12:14,NA,6,3963,20,0,6715.37,6400,315.37
6170260,19000,19000, 60 months,15.22%,454.21,8 years,RENT,86000,Current,debt_consolidation,CA,6.99,0,10/08/2001 10:59,NA,8,15585,12,17455.11,3167.78,1544.89,1622.89
6170468,2000,2000, 36 months,20.31%,74.65,< 1 year,OWN,25000,Current,debt_consolidation,GA,9.36,0,20/03/1994 12:29,NA,5,5780,8,1699.84,521.92,300.16,221.76
6170625,14500,14500, 60 months,13.68%,334.99,5 years,MORTGAGE,40000,Current,debt_consolidation,CA,12.9,0,10/07/2008 9:23,NA,7,5032,10,13275.64,2335.57,1224.36,1111.21
6170779,7000,7000, 36 months,7.62%,218.13,10+ years,RENT,30000,Current,debt_consolidation,CA,11.6,0,13/07/1995 6:07,36,12,8987,24,5766.91,1519.42,1233.09,286.33
6174599,18000,18000, 60 months,15.88%,436.58,3 years,MORTGAGE,92000,Current,debt_consolidation,VA,14.08,1,04/02/2001 4:12,23,8,14369,39,16558.98,3047.59,1441.02,1606.57
6174791,18225,18225, 36 months,11.55%,601.43,n/a,MORTGAGE,49800,Current,credit_card,TX,29.71,0,21/06/1992 9:19,33,11,15947,33,15157.54,4207.07,3067.46,1139.61
6175031,24000,24000, 36 months,12.35%,801.17,10+ years,MORTGAGE,124000,Current,credit_card,NJ,16.21,0,30/01/2002 12:15,NA,12,28715,28,19998.96,5608.19,4001.04,1607.15
6175211,25000,25000, 36 months,15.22%,869.33,10+ years,MORTGAGE,80000,Current,debt_consolidation,TX,19.73,0,05/05/2001 3:53,69,9,9655,28,20989.44,6077.12,4010.56,2066.56
6175384,12000,12000, 60 months,25.89%,358.51,7 years,RENT,49000,Late (31-120 days),moving,IL,28.78,0,06/11/2000 5:04,NA,11,9463,48,11588.48,1434.04,411.52,1022.52
6175567,20000,20000, 36 months,10.64%,651.37,7 years,MORTGAGE,75000,Current,credit_card,CA,16.45,0,03/08/2001 11:34,44,18,23901,47,16596.14,4554.27,3403.86,1150.41
6175770,12000,12000, 36 months,6.03%,365.23,10+ years,MORTGAGE,35000,Current,credit_card,AL,12.75,0,11/08/1994 8:52,NA,15,17231,26,9834.23,2555.21,2165.77,389.44
6175972,12000,12000, 60 months,24.99%,352.15,10+ years,MORTGAGE,108000,Current,debt_consolidation,MD,14.94,0,01/08/1996 12:00,44,19,21053,37,11687.06,1055.64,312.94,742.7
