id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,loan_performance
3811745,24000,24000, 36 months,8.9,762.08,1 year,MORTGAGE,82000.0,Current,debt_consolidation,KS,12.77,0.0,2000-07-27 10:00:00,,9.0,13442.0,17.0,17340.12,8371.98,6659.88,1712.1,Good
3812056,8500,8500, 36 months,16.29,300.06,2 years,MORTGAGE,55000.0,Current,debt_consolidation,IL,14.25,0.0,2006-06-26 01:31:00,,8.0,7346.0,11.0,6328.42,3295.36,2171.58,1123.78,Good
3812230,7200,7200, 36 months,18.49,262.08,4 years,RENT,101300.0,Fully Paid,debt_consolidation,HI,17.14,0.0,2005-07-31 03:28:00,,13.0,7896.0,24.0,0.0,7526.67,7200.0,326.67,Good
3812505,22250,22250, 36 months,13.11,750.87,5 years,RENT,50000.0,Current,house,IL,15.34,0.0,2003-04-21 09:58:00,,8.0,15207.0,10.0,16920.1,7501.6,5329.9,2171.7,Good
3844605,15875,15875, 36 months,19.05,582.32,Not Specify,RENT,36000.0,Late (31-120 days),debt_consolidation,NV,30.33,0.0,1992-02-07 01:08:00,,6.0,31146.0,19.0,13261.74,5141.2,2613.25,2498.86,Bad
3844785,15000,15000, 36 months,14.09,513.33,8 years,RENT,41500.0,Current,debt_consolidation,CA,33.37,1.0,2004-09-05 09:12:00,11.0,11.0,10056.0,19.0,11069.56,5640.23,3930.44,1709.79,Good
3844979,18000,18000, 60 months,11.14,392.63,10+ years,MORTGAGE,89500.0,Current,credit_card,MN,14.2,0.0,1990-02-17 03:53:00,,12.0,26536.0,31.0,15405.6,4310.83,2594.4,1716.43,Good
3845246,13750,13750, 36 months,10.16,444.71,10+ years,MORTGAGE,110875.0,Current,debt_consolidation,IN,24.84,1.0,1981-09-02 08:08:00,15.0,18.0,27391.0,44.0,9987.39,4884.71,3762.61,1122.1,Good
3845440,15000,15000, 36 months,14.33,515.08,< 1 year,MORTGAGE,95000.0,Current,wedding,FL,25.58,0.0,1990-03-19 11:06:00,70.0,14.0,26890.0,27.0,11077.19,5663.78,3922.81,1740.97,Good
3845557,24375,24375, 60 months,15.8,590.17,10+ years,MORTGAGE,55000.0,Current,debt_consolidation,TX,17.67,0.0,1990-02-18 04:58:00,,9.0,32138.0,16.0,21215.21,6482.27,3159.79,3322.48,Good
3845780,20000,20000, 36 months,12.12,665.44,< 1 year,MORTGAGE,59884.0,Current,debt_consolidation,FL,21.32,0.0,1987-12-31 08:14:00,72.0,22.0,21393.0,36.0,14639.82,7315.64,5360.18,1955.46,Good
3845943,9600,9600, 36 months,15.31,334.25,10+ years,RENT,122000.0,Current,debt_consolidation,VA,20.31,0.0,2000-09-23 10:06:00,30.0,12.0,22412.0,39.0,7116.09,3676.75,2483.91,1192.84,Good
3846160,8050,8050, 36 months,8.9,255.62,6 years,MORTGAGE,83000.0,Current,credit_card,NJ,12.38,0.0,2004-10-02 12:33:00,,9.0,18553.0,16.0,5815.04,2809.51,2234.96,574.55,Good
3846414,12600,12600, 36 months,15.31,438.7,10+ years,OWN,65000.0,Current,debt_consolidation,VA,10.02,0.0,1999-06-07 04:59:00,24.0,4.0,13823.0,14.0,9340.38,4825.0,3259.62,1565.38,Good
3846638,5375,5375, 36 months,12.12,178.84,3 years,RENT,20000.0,Current,major_purchase,AL,12.98,0.0,2010-01-04 03:00:00,,9.0,4405.0,11.0,3935.2,1965.04,1439.8,525.24,Good
3846861,20000,20000, 36 months,8.9,635.07,3 years,MORTGAGE,54000.0,Current,debt_consolidation,NJ,27.82,0.0,2003-09-08 05:42:00,,31.0,30924.0,56.0,14452.69,6973.37,5547.31,1426.06,Good
3847018,10000,10000, 36 months,11.14,328.06,< 1 year,RENT,36000.0,Current,debt_consolidation,WI,6.67,0.0,1995-05-20 07:30:00,52.0,6.0,11842.0,13.0,7802.89,2952.18,2197.11,755.07,Good
3847285,20000,20000, 36 months,6.03,608.72,10+ years,OWN,125000.0,Current,debt_consolidation,NJ,8.76,0.0,2002-02-21 01:25:00,,10.0,14792.0,21.0,14267.75,6695.02,5732.25,962.77,Good
3847521,16000,16000, 36 months,13.11,539.96,10+ years,MORTGAGE,200000.0,Current,other,VA,25.24,0.0,1980-02-12 07:37:00,,13.0,62710.0,31.0,11758.68,5936.46,4241.32,1695.14,Good
3847789,14125,14125, 60 months,13.11,322.19,10+ years,MORTGAGE,40000.0,Current,credit_card,MN,31.41,0.0,2001-11-19 10:23:00,,10.0,32203.0,19.0,12361.57,3221.36,1763.43,1457.93,Good
3847979,30000,30000, 60 months,16.29,734.18,6 years,MORTGAGE,80000.0,Current,debt_consolidation,WA,25.61,0.0,2001-02-21 03:43:00,,11.0,14415.0,28.0,26152.68,8069.18,3847.32,4221.86,Good
3848223,24000,24000, 36 months,7.9,750.97,7 years,MORTGAGE,70000.0,Current,debt_consolidation,WI,19.19,0.0,1998-05-08 04:14:00,,15.0,26716.0,30.0,17258.33,8260.67,6741.67,1519.0,Good
3848356,3600,3600, 36 months,18.49,131.04,5 years,RENT,28000.0,In Grace Period,debt_consolidation,OH,6.81,0.0,2009-10-07 05:07:00,,7.0,3901.0,7.0,2716.86,1441.44,883.13,543.31,Bad
3848605,26500,26500, 60 months,21.98,731.6,10+ years,OWN,60000.0,Current,debt_consolidation,NV,21.3,0.0,1990-12-18 08:54:00,,9.0,28205.0,16.0,23824.93,7315.5,2675.07,4640.43,Good
3848816,22000,22000, 60 months,15.8,532.67,8 years,RENT,50000.0,Current,debt_consolidation,OK,11.61,0.0,1984-12-18 05:16:00,73.0,10.0,33227.0,18.0,19146.27,5854.37,2853.73,3000.64,Good
3849002,16000,16000, 36 months,16.29,564.81,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,AR,19.07,0.0,1998-12-05 08:05:00,,12.0,16775.0,23.0,0.0,18117.34278,16000.0,2117.34,Good
3849151,4000,4000, 36 months,18.75,146.12,10+ years,MORTGAGE,70000.0,Current,credit_card,OH,5.76,0.0,1999-09-08 07:25:00,,6.0,15565.0,13.0,3005.64,1606.02,994.36,611.66,Good
3849319,15000,15000, 36 months,10.16,485.14,9 years,MORTGAGE,100000.0,Current,credit_card,MO,7.07,0.0,2001-11-19 11:49:00,,12.0,19641.0,13.0,10899.27,5323.64,4100.73,1222.91,Good
3849533,9000,9000, 36 months,14.33,309.05,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,UT,26.4,1.0,1998-02-08 02:15:00,8.0,10.0,16671.0,37.0,6650.66,3391.95,2349.34,1042.61,Good
3849697,10000,10000, 36 months,11.14,328.06,5 years,OWN,65000.0,Current,credit_card,OH,14.01,0.0,2005-04-02 04:14:00,,13.0,11317.0,16.0,7289.44,3608.06,2710.56,897.5,Good
3849833,19075,19075, 60 months,17.27,476.84,< 1 year,RENT,54000.0,Current,debt_consolidation,CA,18.58,0.0,2004-12-03 06:38:00,,8.0,22253.0,13.0,16686.12,5236.64,2388.88,2847.76,Good
3894630,20000,20000, 36 months,12.12,665.44,10+ years,OWN,56000.0,Late (31-120 days),credit_card,NY,21.54,0.0,1999-05-04 02:45:00,,9.0,25125.0,21.0,15656.5,5988.96,4343.5,1645.46,Bad
3914664,8600,8600, 36 months,8.9,273.08,10+ years,RENT,63000.0,Current,debt_consolidation,NY,23.75,0.0,2000-04-29 06:20:00,40.0,13.0,7.0,45.0,6443.79,2720.7,2156.21,564.49,Good
3914895,20000,20000, 36 months,11.14,656.11,2 years,MORTGAGE,78000.0,Current,home_improvement,CA,3.37,1.0,2001-02-23 08:41:00,18.0,6.0,6439.0,26.0,14578.48,7216.71,5421.52,1795.19,Good
3915080,11000,11000, 36 months,18.75,401.83,Not Specify,RENT,31664.0,Current,credit_card,NY,28.84,0.0,1992-01-12 10:57:00,,12.0,11900.0,16.0,8268.9,4411.11,2731.1,1680.01,Good
3915255,6500,6500, 60 months,22.47,181.27,10+ years,MORTGAGE,45000.0,Fully Paid,home_improvement,AZ,15.09,0.0,1999-08-03 02:15:00,54.0,8.0,4434.0,26.0,0.0,7211.93,6500.0,711.93,Good
3915542,6025,6025, 36 months,12.12,200.47,4 years,RENT,30000.0,Current,credit_card,WI,26.44,0.0,2002-06-18 06:57:00,,8.0,28811.0,14.0,4411.0,2202.77,1614.0,588.77,Good
3915782,12000,12000, 36 months,13.11,404.97,7 years,RENT,60000.0,Current,debt_consolidation,CA,30.54,0.0,1997-09-14 06:48:00,43.0,13.0,17008.0,30.0,8820.34,4450.47,3179.66,1270.81,Good
3916035,8000,8000, 36 months,18.49,291.19,5 years,MORTGAGE,100000.0,Current,wedding,CA,13.93,0.0,2005-09-01 07:37:00,,12.0,20825.0,25.0,6003.75,3203.09,1996.25,1206.84,Good
3916164,24175,24175, 36 months,6.03,735.78,5 years,MORTGAGE,90000.0,Current,home_improvement,CA,10.57,0.0,1998-10-08 01:44:00,,7.0,9537.0,14.0,17248.06,8090.38,6926.94,1163.44,Good
3916337,5000,5000, 36 months,18.49,182.0,6 years,RENT,32000.0,Current,debt_consolidation,FL,14.66,0.0,2002-09-17 04:13:00,,10.0,8509.0,17.0,1104.83,4322.0,3895.17,426.83,Good
3916607,25000,25000, 36 months,13.11,843.68,8 years,RENT,59000.0,Current,debt_consolidation,MI,14.5,0.0,2000-10-01 11:42:00,,12.0,24667.0,27.0,19005.62,8436.8,5994.38,2442.42,Good
3916884,9000,9000, 36 months,6.03,273.92,10+ years,MORTGAGE,83000.0,Current,credit_card,NC,7.08,0.0,1990-01-24 05:29:00,,9.0,8017.0,29.0,6422.41,3010.52,2577.59,432.93,Good
3917171,13000,13000, 36 months,13.11,438.72,4 years,RENT,58900.0,Current,credit_card,NY,25.04,0.0,1999-06-06 08:00:00,25.0,5.0,12820.0,15.0,9886.98,4381.4,3113.02,1268.38,Good
3917375,6000,6000, 36 months,14.09,205.33,3 years,RENT,32000.0,Fully Paid,debt_consolidation,OH,24.56,0.0,2006-03-01 08:47:00,,11.0,11837.0,13.0,0.0,6070.8,6000.0,70.8,Good
3917555,18000,18000, 36 months,7.62,560.91,Not Specify,MORTGAGE,51540.0,Current,credit_card,IN,13.78,0.0,1994-01-03 01:16:00,,7.0,19245.0,22.0,12943.13,6151.91,5056.87,1095.04,Good
3917715,20000,20000, 36 months,19.72,740.43,Not Specify,RENT,80000.0,Current,other,CA,13.47,0.0,1985-03-21 01:01:00,,9.0,7565.0,18.0,15079.48,8144.73,4920.53,3224.2,Good
3917975,20000,20000, 36 months,8.9,635.07,10+ years,MORTGAGE,95000.0,Current,credit_card,CO,14.67,0.0,1996-06-21 05:33:00,38.0,7.0,26024.0,20.0,14450.87,6975.67,5549.13,1426.54,Good
3918167,18000,18000, 36 months,11.14,590.5,< 1 year,MORTGAGE,95000.0,Current,debt_consolidation,MN,7.04,0.0,1992-08-13 06:25:00,,4.0,22895.0,14.0,9881.74,9589.15,8118.26,1470.89,Good
3918374,12000,12000, 36 months,13.11,404.97,3 years,MORTGAGE,52000.0,Current,home_improvement,TX,29.77,0.0,2000-12-28 06:04:00,,17.0,20799.0,19.0,9126.0,4045.0,2874.0,1171.0,Good
3918580,13750,13750, 36 months,15.31,478.74,5 years,RENT,60000.0,Current,debt_consolidation,CA,24.84,0.0,2005-08-04 08:43:00,41.0,13.0,9651.0,19.0,10192.36,5266.14,3557.64,1708.5,Good
3918752,25200,25200, 36 months,10.16,815.03,5 years,RENT,90000.0,Current,debt_consolidation,CA,8.97,0.0,1994-11-30 09:55:00,,11.0,27735.0,16.0,18311.24,8943.13,6888.76,2054.37,Good
3919069,25000,25000, 60 months,17.77,631.72,2 years,MORTGAGE,145000.0,Late (31-120 days),home_improvement,VA,10.88,0.0,2006-09-28 01:03:00,,9.0,11051.0,17.0,22502.06,5685.48,2497.94,3187.54,Bad
3919274,18175,18175, 36 months,7.62,566.36,2 years,MORTGAGE,90500.0,Current,debt_consolidation,WV,12.93,0.0,1999-12-04 01:56:00,,16.0,20274.0,31.0,13056.9,6226.46,5118.1,1108.36,Good
3919445,11000,11000, 36 months,12.12,365.99,2 years,MORTGAGE,52000.0,Current,debt_consolidation,CA,7.22,0.0,2006-01-01 03:17:00,,9.0,6104.0,16.0,8050.24,4025.89,2949.76,1076.13,Good
3919685,7200,7200, 36 months,12.12,239.56,10+ years,MORTGAGE,250000.0,Current,debt_consolidation,KY,2.81,1.0,1985-05-21 06:43:00,10.0,13.0,18085.0,33.0,5270.24,2633.76,1929.76,704.0,Good
3919937,35000,35000, 60 months,17.77,884.4,2 years,MORTGAGE,310000.0,Current,debt_consolidation,CA,7.42,0.0,1998-08-11 11:46:00,,18.0,54073.0,40.0,30661.47,9727.3,4338.53,5388.77,Good
3920173,15000,15000, 36 months,12.12,499.08,2 years,OWN,62000.0,Current,debt_consolidation,OH,18.6,0.0,2005-10-04 08:12:00,,8.0,40367.0,12.0,10981.14,5484.98,4018.86,1466.12,Good
3920443,18000,18000, 60 months,23.63,513.97,10+ years,MORTGAGE,67000.0,Current,debt_consolidation,TX,18.52,0.0,1989-05-03 08:27:00,,16.0,22380.0,52.0,16257.97,5133.13,1742.03,3391.1,Good
3920637,17325,17325, 36 months,19.72,641.4,5 years,RENT,40000.0,Fully Paid,debt_consolidation,CA,24.45,0.0,2004-08-10 12:16:00,,14.0,13611.0,27.0,0.0,18943.09,17325.0,1618.09,Good
3920838,8800,8800, 36 months,16.29,310.65,3 years,RENT,38000.0,Late (31-120 days),debt_consolidation,RI,30.25,0.0,2001-03-29 12:54:00,,16.0,18849.0,35.0,7197.76,2482.16,1602.24,879.92,Bad
3921099,30225,30225, 60 months,20.49,809.05,1 year,MORTGAGE,105000.0,Current,major_purchase,TN,13.02,6.0,1997-12-15 02:53:00,10.0,10.0,6900.0,26.0,26719.44,8882.45,3505.56,5376.89,Good
3921275,5375,5375, 36 months,10.16,173.85,8 years,MORTGAGE,79000.0,Current,credit_card,PA,23.86,0.0,2002-11-19 04:06:00,,14.0,32938.0,28.0,3904.16,1909.45,1470.84,438.61,Good
3921447,14400,14400, 36 months,10.16,465.73,< 1 year,MORTGAGE,50000.0,Current,credit_card,FL,19.06,0.0,1998-11-10 05:35:00,,12.0,3422.0,20.0,10827.91,4657.3,3572.09,1085.21,Good
3921630,12000,12000, 36 months,13.11,404.97,4 years,OWN,75000.0,Current,credit_card,HI,20.37,0.0,2005-12-03 07:59:00,,9.0,12748.0,21.0,9125.86,4045.2,2874.14,1171.06,Good
3921874,6000,6000, 36 months,17.27,214.73,10+ years,RENT,42000.0,Fully Paid,medical,CA,22.54,0.0,2000-09-01 06:10:00,,7.0,10427.0,10.0,0.0,6170.69,6000.0,170.69,Good
3922066,24250,24250, 36 months,7.9,758.79,Not Specify,MORTGAGE,56000.0,Current,credit_card,AL,31.16,1.0,1986-04-18 07:39:00,21.0,19.0,32010.0,43.0,17442.52,8341.29,6807.48,1533.81,Good
3922175,15000,15000, 36 months,7.62,467.43,7 years,RENT,89000.0,Current,debt_consolidation,IL,18.18,0.0,2002-11-22 01:28:00,50.0,16.0,17423.0,26.0,9277.44,6625.33,5722.56,902.77,Good
3922375,1600,1600, 36 months,17.27,57.26,2 years,RENT,31000.0,Current,debt_consolidation,CA,26.05,0.0,2007-05-28 11:47:00,25.0,11.0,6315.0,15.0,1195.51,629.26,404.49,224.77,Good
3922535,9600,9600, 36 months,16.29,338.89,9 years,RENT,55000.0,Current,debt_consolidation,FL,14.27,0.0,2007-06-27 07:15:00,,16.0,9085.0,25.0,7145.71,3724.39,2454.29,1270.1,Good
3922742,8875,8875, 36 months,15.8,311.15,5 years,RENT,74000.0,Late (31-120 days),major_purchase,NY,4.25,0.0,2009-11-13 02:34:00,,6.0,7001.0,6.0,7672.84,1862.76,1202.16,660.6,Bad
3922899,28000,28000, 36 months,8.9,889.09,9 years,MORTGAGE,150000.0,Current,credit_card,FL,15.54,0.0,1995-08-29 05:03:00,,11.0,45340.0,22.0,20231.75,9765.29,7768.25,1997.04,Good
3923108,26000,26000, 60 months,19.05,675.17,5 years,MORTGAGE,61000.0,Current,debt_consolidation,PA,15.78,1.0,1999-07-08 12:28:00,15.0,9.0,25343.0,17.0,23482.56,6076.53,2517.44,3559.09,Good
3924686,24000,24000, 36 months,14.33,824.12,10+ years,RENT,94325.0,Current,debt_consolidation,TX,17.3,0.0,1972-01-27 05:50:00,72.0,11.0,26194.0,23.0,17729.89,9052.82,6270.11,2782.71,Good
3924906,7200,7200, 36 months,17.77,259.47,3 years,MORTGAGE,90000.0,Fully Paid,small_business,FL,14.64,1.0,1999-12-31 09:02:00,15.0,12.0,6857.0,30.0,0.0,7612.87,7200.0,412.87,Good
3925052,12000,12000, 36 months,19.05,440.18,2 years,MORTGAGE,72000.0,Current,debt_consolidation,NV,20.18,0.0,1997-02-16 04:53:00,,12.0,8623.0,17.0,9321.03,4395.3,2678.97,1716.33,Good
3925221,21000,21000, 36 months,6.03,639.15,6 years,MORTGAGE,90000.0,Current,home_improvement,CO,16.23,0.0,1988-06-01 01:42:00,,18.0,6936.0,26.0,14982.11,7028.65,6017.89,1010.76,Good
3925460,5250,5250, 36 months,17.27,187.89,9 years,MORTGAGE,58600.0,Charged Off,credit_card,CA,23.49,0.0,2010-01-18 05:32:00,,7.0,2615.0,13.0,0.0,935.25,575.49,359.76,Bad
3925756,19500,19500, 36 months,7.9,610.16,9 years,MORTGAGE,95000.0,Current,debt_consolidation,CT,11.41,1.0,1999-01-08 10:14:00,13.0,14.0,23131.0,24.0,14023.73,6710.16,5476.27,1233.89,Good
3926118,12250,12250, 60 months,15.31,293.43,< 1 year,MORTGAGE,35000.0,Current,debt_consolidation,FL,20.43,0.0,1998-04-11 12:27:00,,11.0,19858.0,18.0,10645.55,3219.43,1604.45,1614.98,Good
3926302,17600,17600, 36 months,10.16,569.23,5 years,RENT,85000.0,Current,credit_card,IL,20.02,0.0,2000-10-27 03:19:00,,10.0,11482.0,21.0,12776.88,6261.53,4823.12,1438.41,Good
3926541,12000,12000, 36 months,16.29,423.61,6 years,MORTGAGE,72900.0,Current,home_improvement,TX,1.32,0.0,1994-12-31 12:33:00,44.0,4.0,2799.0,9.0,8931.81,4656.01,3068.19,1587.82,Good
3926797,20000,20000, 60 months,8.9,414.2,Not Specify,MORTGAGE,96000.0,Current,credit_card,VA,9.61,0.0,1986-08-13 07:45:00,,13.0,18231.0,37.0,16975.25,4540.1,3024.75,1515.35,Good
3927106,35000,35000, 36 months,15.8,1227.05,3 years,MORTGAGE,140000.0,Current,credit_card,TX,17.74,0.0,1991-02-18 08:20:00,,23.0,22123.0,42.0,25997.76,13492.25,9002.24,4490.01,Good
3927307,20000,20000, 36 months,7.9,625.81,8 years,RENT,114000.0,Current,debt_consolidation,CA,22.09,0.0,1995-09-25 09:00:00,42.0,12.0,27015.0,31.0,14386.56,6878.21,5613.44,1264.77,Good
3927490,16800,16800, 60 months,16.29,411.14,10+ years,MORTGAGE,73000.0,Current,debt_consolidation,NY,25.61,0.0,1983-06-02 09:49:00,,24.0,16616.0,61.0,14835.14,4131.96,1964.86,2167.1,Good
3927638,35000,35000, 60 months,19.05,908.89,5 years,MORTGAGE,250000.0,Current,credit_card,TX,5.27,1.0,1987-06-09 12:41:00,21.0,9.0,9724.0,31.0,322.5,39981.69,34677.5,5304.19,Good
3927870,6000,6000, 36 months,13.11,202.49,2 years,RENT,34750.0,Current,credit_card,MO,7.91,0.0,2001-11-22 02:42:00,,14.0,6851.0,19.0,4410.82,2224.29,1589.18,635.11,Good
3928078,28000,28000, 36 months,7.62,872.52,< 1 year,MORTGAGE,85000.0,Current,debt_consolidation,MN,13.43,0.0,2000-03-02 05:13:00,,12.0,38336.0,35.0,20121.5,9584.62,7878.5,1706.12,Good
3928294,7850,7850, 36 months,17.27,280.93,10+ years,RENT,53000.0,Current,car,NY,28.21,0.0,2001-02-25 11:42:00,,13.0,28097.0,22.0,5864.79,3088.43,1985.21,1103.22,Good
3928469,22000,22000, 36 months,7.62,685.55,4 years,MORTGAGE,65000.0,Current,debt_consolidation,IL,5.8,0.0,1997-09-15 07:29:00,,8.0,34543.0,19.0,16387.52,6849.8,5612.48,1237.32,Good
3928660,25000,25000, 60 months,19.05,649.21,10+ years,MORTGAGE,66081.0,Current,home_improvement,WI,15.98,0.0,1996-09-20 09:34:00,54.0,12.0,6931.0,44.0,22292.72,6482.1,2707.28,3774.82,Good
3928874,5000,5000, 36 months,12.12,166.36,10+ years,MORTGAGE,44000.0,Current,home_improvement,FL,9.3,0.0,1994-02-03 10:26:00,,11.0,8351.0,13.0,3661.01,1827.46,1338.99,488.47,Good
3929126,9000,9000, 36 months,13.11,303.73,< 1 year,RENT,42444.0,Current,debt_consolidation,CA,19.34,0.0,1997-03-19 12:22:00,37.0,18.0,19938.0,26.0,6616.33,3336.33,2383.67,952.66,Good
3929357,12000,12000, 36 months,12.12,399.26,7 years,MORTGAGE,41600.0,Current,credit_card,TN,26.01,11.0,1995-09-26 03:37:00,17.0,17.0,15663.0,34.0,9089.56,3992.6,2910.44,1082.16,Good
3929488,35000,35000, 36 months,18.49,1273.96,10+ years,OWN,120000.0,Current,debt_consolidation,CA,16.95,0.0,1983-07-01 04:23:00,,21.0,27578.0,32.0,26281.32,13989.36,8718.67,5270.69,Good
3929650,10400,10400, 36 months,13.11,350.97,2 years,RENT,47000.0,Current,debt_consolidation,NC,15.53,0.0,2008-09-17 06:09:00,,12.0,14106.0,15.0,7641.75,3860.67,2758.25,1102.42,Good
3929834,17000,17000, 60 months,13.11,387.77,10+ years,MORTGAGE,80000.0,Current,credit_card,KS,22.13,0.0,1990-09-23 03:23:00,,16.0,22599.0,29.0,14652.47,4264.67,2347.53,1917.14,Good
3930156,24000,24000, 36 months,12.12,798.52,10+ years,MORTGAGE,400000.0,Current,debt_consolidation,NC,13.81,0.0,1992-01-16 06:54:00,,9.0,376679.0,26.0,18182.39,7980.7,5817.61,2163.09,Good
3930409,21000,21000, 36 months,8.9,666.82,10+ years,RENT,84000.0,Current,credit_card,MO,9.08,0.0,1986-08-15 10:12:00,28.0,8.0,26355.0,29.0,15172.81,7325.22,5827.19,1498.03,Good
3930623,15000,15000, 36 months,12.12,499.08,5 years,RENT,85000.0,Current,debt_consolidation,TN,6.31,0.0,1987-06-11 11:45:00,59.0,15.0,6406.0,59.0,10980.27,5486.18,4019.73,1466.45,Good
3930810,14400,14400, 36 months,15.31,501.37,10+ years,RENT,50000.0,Current,debt_consolidation,GA,7.56,0.0,2005-09-05 07:41:00,,7.0,10525.0,16.0,10674.74,5514.27,3725.26,1789.01,Good
3931007,13000,13000, 36 months,7.62,405.1,7 years,MORTGAGE,103000.0,Current,credit_card,NY,22.4,0.0,1998-06-17 06:34:00,,13.0,29976.0,22.0,9346.47,4444.7,3653.53,791.17,Good
3931299,19200,19200, 36 months,11.14,629.86,7 years,MORTGAGE,71000.0,Current,debt_consolidation,FL,8.06,0.0,2007-01-27 03:53:00,,11.0,18670.0,15.0,14490.84,6298.0,4709.16,1588.84,Good
3931423,20000,20000, 36 months,8.9,635.07,8 years,RENT,94000.0,Current,debt_consolidation,NY,8.1,0.0,2000-03-04 05:04:00,,14.0,13334.0,18.0,14442.87,6985.77,5557.14,1428.63,Good
3931565,14750,14750, 36 months,14.33,506.49,3 years,RENT,42240.0,Late (31-120 days),debt_consolidation,UT,27.81,1.0,2004-11-08 06:46:00,16.0,10.0,5946.0,20.0,11402.09,5064.9,3347.91,1716.99,Bad
3931761,6000,6000, 36 months,15.31,208.91,Not Specify,RENT,33792.0,Current,credit_card,WI,7.74,0.0,2000-06-04 08:17:00,,4.0,3405.0,5.0,4746.48,1879.65,1253.52,626.13,Good
3931930,16950,16950, 36 months,13.11,572.02,2 years,RENT,45000.0,Fully Paid,credit_card,NY,20.29,0.0,1998-06-14 06:51:00,,18.0,15535.0,25.0,0.0,18028.61,16950.0,1078.61,Good
3932169,2200,2200, 36 months,13.11,74.25,5 years,MORTGAGE,45700.0,Current,home_improvement,MO,32.74,0.0,1993-03-12 08:28:00,,15.0,12132.0,20.0,1618.3,814.15,581.7,232.45,Good
3932336,9750,9750, 36 months,16.29,344.18,10+ years,RENT,30000.0,Current,debt_consolidation,CA,34.28,1.0,2004-01-14 10:50:00,11.0,18.0,11935.0,21.0,7497.56,3441.8,2252.43,1189.37,Good
3932511,9750,9750, 36 months,12.12,324.4,5 years,RENT,55000.0,Current,credit_card,NY,22.23,0.0,2007-01-28 11:52:00,,10.0,10303.0,11.0,7135.44,3568.4,2614.56,953.84,Good
3932700,15000,15000, 36 months,10.16,485.14,10+ years,RENT,86000.0,Current,debt_consolidation,NY,19.14,0.0,1998-10-12 02:46:00,,15.0,31236.0,31.0,11286.23,4842.0,3713.77,1128.23,Good
3932881,15000,15000, 36 months,11.14,492.08,2 years,MORTGAGE,80000.0,Current,home_improvement,MI,17.36,0.0,2001-09-28 11:59:00,26.0,25.0,28772.0,40.0,11318.01,4922.92,3681.99,1240.93,Good
3933043,14500,14500, 36 months,18.49,527.79,9 years,RENT,70000.0,Current,wedding,TX,16.27,0.0,1999-12-06 06:03:00,24.0,13.0,13716.0,27.0,10884.73,5800.79,3615.27,2185.52,Good
3934649,7200,7200, 36 months,17.27,257.67,8 years,MORTGAGE,37500.0,Current,credit_card,LA,25.5,0.0,2005-11-29 11:22:00,,13.0,7810.0,20.0,5378.1,2834.37,1821.91,1012.46,Good
3964667,35000,35000, 60 months,19.05,908.89,10+ years,MORTGAGE,95000.0,Current,credit_card,NY,19.36,0.0,1994-06-05 10:15:00,,19.0,29617.0,33.0,31212.65,9068.2,3787.35,5280.85,Good
3964988,28000,28000, 36 months,11.14,918.55,< 1 year,RENT,103500.0,Current,credit_card,CA,14.99,0.0,1992-07-17 04:05:00,,9.0,27857.0,19.0,21132.15,9185.0,6867.85,2317.15,Good
4034687,10000,10000, 36 months,12.12,332.72,Not Specify,OWN,77400.0,In Grace Period,debt_consolidation,NY,9.16,0.0,1972-04-06 06:48:00,,12.0,17330.0,30.0,7575.91,3325.4,2424.09,901.31,Bad
4034964,14075,14075, 36 months,11.14,461.74,5 years,MORTGAGE,71000.0,Current,credit_card,MI,7.5,1.0,1996-05-26 03:42:00,16.0,9.0,15250.0,19.0,10259.61,5078.74,3815.39,1263.35,Good
4044599,3200,3200, 36 months,15.31,111.42,3 years,RENT,41000.0,Current,debt_consolidation,FL,11.93,0.0,1993-10-10 06:36:00,,10.0,6297.0,20.0,2452.13,1114.2,747.87,366.33,Good
4044848,9600,9600, 36 months,18.75,350.69,< 1 year,RENT,92000.0,Current,debt_consolidation,AZ,16.15,0.0,2005-01-09 03:36:00,36.0,5.0,4668.0,18.0,7215.35,3851.49,2384.65,1466.84,Good
4045051,8500,8500, 36 months,14.33,291.88,5 years,RENT,32000.0,Current,credit_card,IL,21.34,0.0,2004-10-11 06:33:00,,4.0,10834.0,13.0,6283.88,3199.58,2216.12,983.46,Good
4054655,3000,3000, 36 months,19.72,111.07,< 1 year,RENT,77500.0,In Grace Period,other,CA,8.01,0.0,2002-07-24 06:12:00,49.0,7.0,3526.0,26.0,2322.48,1121.71,677.52,444.19,Bad
4054935,16000,16000, 36 months,13.11,539.96,7 years,MORTGAGE,70000.0,Current,debt_consolidation,SC,22.9,0.0,2000-07-04 02:52:00,57.0,12.0,12834.0,27.0,11759.39,5935.46,4240.61,1694.85,Good
4064729,18000,18000, 36 months,14.33,618.09,< 1 year,MORTGAGE,76400.0,Current,home_improvement,CA,6.03,1.0,2000-07-04 11:40:00,21.0,9.0,1092.0,35.0,13753.25,6168.8,4246.75,1922.05,Good
